Country ISO-3 Code,Year period,Median year,Region,Other group/Zone,Age,Sex,Urban/Rural,Sample size,Severe wasting,Wasting,Overweight,Stunting,Underweight,Notes
AGO,2015-2016,2016,,,0.  - 4.99,Both sexes,Both,7467.9482,1.09352,4.92099,3.37364,37.57297,19.0377,
AGO,2015-2016,2016,,,0.  - 0.49,Both sexes,Both,867.78229,1.30539,4.69209,10.50676,19.05109,12.40325,
AGO,2015-2016,2016,,,0.50 - 0.99,Both sexes,Both,782.11072,2.72632,9.24702,3.36397,23.69931,21.58706,
AGO,2015-2016,2016,,,1.  - 1.99,Both sexes,Both,1523.4861,1.28788,6.46673,2.25787,45.06543,21.04149,
AGO,2015-2016,2016,,,2.  - 2.99,Both sexes,Both,1440.7986,0.79916,5.10434,3.30807,48.57555,20.67523,
AGO,2015-2016,2016,,,3.  - 3.99,Both sexes,Both,1500.2695,0.35505,2.19365,2.67776,41.99266,19.67826,
AGO,2015-2016,2016,,,4.  - 4.99,Both sexes,Both,1353.5011,0.72523,3.69897,1.04818,32.31021,17.1096,
AGO,2015-2016,2016,,,0.  - 4.99,Male,Both,3731.2556,1.31957,5.56931,3.14795,41.01009,21.01039,
AGO,2015-2016,2016,,,0.  - 0.49,Male,Both,403.04279,1.92835,4.6013,11.86563,20.47171,12.38633,
AGO,2015-2016,2016,,,0.50 - 0.99,Male,Both,404.5842,3.33989,9.63808,3.43323,26.69041,22.8119,
AGO,2015-2016,2016,,,1.  - 1.99,Male,Both,753.8634,1.13337,8.46161,1.53567,51.82995,25.72711,
AGO,2015-2016,2016,,,2.  - 2.99,Male,Both,734.42065,1.13468,5.71373,1.62918,50.87614,20.79972,
AGO,2015-2016,2016,,,3.  - 3.99,Male,Both,740.74805,0.0395,2.23198,2.95604,46.78306,23.11878,
AGO,2015-2016,2016,,,4.  - 4.99,Male,Both,694.5965,1.07209,3.83382,1.4291,32.80214,17.82032,
AGO,2015-2016,2016,,,0.  - 4.99,Female,Both,3736.6926,0.86878,4.27647,3.59802,34.14373,17.06789,
AGO,2015-2016,2016,,,0.  - 0.49,Female,Both,464.7395,0.76409,4.77098,9.326,17.80135,12.41791,
AGO,2015-2016,2016,,,0.50 - 0.99,Female,Both,377.52655,2.07819,8.83393,3.29081,20.53215,20.27443,
AGO,2015-2016,2016,,,1.  - 1.99,Female,Both,769.62268,1.43847,4.52254,2.96173,38.4227,16.4518,
AGO,2015-2016,2016,,,2.  - 2.99,Female,Both,706.37793,0.44767,4.46592,5.0669,46.1526,20.5458,
AGO,2015-2016,2016,,,3.  - 3.99,Female,Both,759.52142,0.66074,2.15651,2.40818,37.37964,16.32278,
AGO,2015-2016,2016,,,4.  - 4.99,Female,Both,658.9046,0.36207,3.55779,0.64934,31.79653,16.36039,
AGO,2015-2016,2016,,,0.  - 4.99,Both sexes,Urban,4372.3301,0.75175,4.58407,3.9634,31.80864,14.99831,
AGO,2015-2016,2016,,,0.  - 4.99,Both sexes,Rural,3095.6182,1.57031,5.39103,2.55089,45.72529,24.74304,
AGO,2015-2016,2016,Namibe,,0.  - 4.99,Both sexes,Both,107.17532,0.61494,4.46028,6.16517,33.81164,15.81995,
AGO,2015-2016,2016,Benguela,,0.  - 4.99,Both sexes,Both,651.71722,0.52624,4.57313,3.43095,33.11138,15.70442,
AGO,2015-2016,2016,Cabinda,,0.  - 4.99,Both sexes,Both,155.63651,1.18931,5.27505,1.53078,21.55075,10.40357,
AGO,2015-2016,2016,Cuanza Sul,,0.  - 4.99,Both sexes,Both,577.82336,0.46633,3.33279,2.42638,48.80284,23.14786,
AGO,2015-2016,2016,Huila,,0.  - 4.99,Both sexes,Both,730.70471,0.45133,4.61557,2.30199,43.55844,27.8214,
AGO,2015-2016,2016,Cuando Cubango,,0.  - 4.99,Both sexes,Both,143.05495,0.22682,5.33798,4.02683,42.93191,23.91576,
AGO,2015-2016,2016,Cuanza Norte,,0.  - 4.99,Both sexes,Both,114.35246,1.18119,3.63974,8.23358,44.59709,21.56148,
AGO,2015-2016,2016,Cunene,,0.  - 4.99,Both sexes,Both,302.3107,3.63034,10.52509,0.99822,39.72103,30.79909,
AGO,2015-2016,2016,Huambo,,0.  - 4.99,Both sexes,Both,640.54352,1.96722,6.03922,4.26843,43.5977,21.19792,
AGO,2015-2016,2016,Uige,,0.  - 4.99,Both sexes,Both,452.78604,1.02866,4.94419,2.09049,41.53431,21.49231,
AGO,2015-2016,2016,Lunda Sul,,0.  - 4.99,Both sexes,Both,145.74547,1.85525,4.53009,2.50391,42.08691,17.08714,
AGO,2015-2016,2016,Malanje,,0.  - 4.99,Both sexes,Both,364.83374,3.01161,8.07588,3.13264,31.92546,18.86875,
AGO,2015-2016,2016,Moxico,,0.  - 4.99,Both sexes,Both,197.38188,1.58506,4.27511,4.35416,38.50351,21.79515,
AGO,2015-2016,2016,Zaire,,0.  - 4.99,Both sexes,Both,140.73851,0.75281,3.14996,1.49371,24.85891,12.20562,
AGO,2015-2016,2016,Luanda,,0.  - 4.99,Both sexes,Both,1987.6555,0.35867,3.93013,4.22471,29.65671,12.91904,
AGO,2015-2016,2016,Lunda Norte,,0.  - 4.99,Both sexes,Both,238.35901,2.24326,5.78152,5.36313,38.66337,19.39468,
AGO,2015-2016,2016,Bengo,,0.  - 4.99,Both sexes,Both,111.19762,1.96249,5.28571,3.36107,39.70021,17.16905,
AGO,2015-2016,2016,Bié,,0.  - 4.99,Both sexes,Both,405.9317,1.78197,4.8699,2.21659,50.69909,21.69411,
ARM,2015-2016,2016,,,0.  - 4.99,Both sexes,Both,1608.774,1.74535,4.45279,13.68482,9.39895,2.6428,
ARM,2015-2016,2016,,,0.  - 0.49,Both sexes,Both,162.68079,1.70001,6.30064,11.16661,15.39299,7.49549,
ARM,2015-2016,2016,,,0.50 - 0.99,Both sexes,Both,165.25436,1.41356,3.58351,12.37864,14.18708,4.13932,
ARM,2015-2016,2016,,,1.  - 1.99,Both sexes,Both,332.74738,0.55085,1.60462,17.88291,11.12516,0.22352,
ARM,2015-2016,2016,,,2.  - 2.99,Both sexes,Both,329.55032,2.17082,5.06796,11.86294,5.44137,1.01609,
ARM,2015-2016,2016,,,3.  - 3.99,Both sexes,Both,304.74039,2.41424,6.26928,14.71831,9.66327,4.01463,
ARM,2015-2016,2016,,,4.  - 4.99,Both sexes,Both,313.80081,2.08445,4.52382,12.1532,6.21564,2.28046,
ARM,2015-2016,2016,,,0.  - 4.99,Male,Both,853.89142,1.63406,3.95231,14.56456,10.85584,3.24919,
ARM,2015-2016,2016,,,0.  - 0.49,Male,Both,93.12733,2.95351,8.20902,13.9551,19.66734,12.05968,
ARM,2015-2016,2016,,,0.50 - 0.99,Male,Both,73.70572,0.0,2.01329,13.91562,20.30963,4.42098,
ARM,2015-2016,2016,,,1.  - 1.99,Male,Both,173.74832,1.05934,2.88155,17.99533,14.71208,0.42807,
ARM,2015-2016,2016,,,2.  - 2.99,Male,Both,168.91991,1.57929,2.81741,10.56316,5.09929,0.54767,
ARM,2015-2016,2016,,,3.  - 3.99,Male,Both,163.46912,3.01614,6.63032,14.57554,7.80765,4.19197,
ARM,2015-2016,2016,,,4.  - 4.99,Male,Both,180.92102,0.94856,2.20072,15.66669,7.54075,2.61645,
ARM,2015-2016,2016,,,0.  - 4.99,Female,Both,754.88269,1.87102,5.01792,12.69147,7.75996,1.95689,
ARM,2015-2016,2016,,,0.  - 0.49,Female,Both,69.55347,0.0,3.71249,7.38484,9.77333,1.38436,
ARM,2015-2016,2016,,,0.50 - 0.99,Female,Both,91.54864,2.55076,4.84673,11.14215,9.19843,3.91256,
ARM,2015-2016,2016,,,1.  - 1.99,Female,Both,158.99907,0.0,0.22132,17.76113,7.29222,0.0,
ARM,2015-2016,2016,,,2.  - 2.99,Female,Both,160.63042,2.78162,7.39182,13.20504,5.8011,1.50868,
ARM,2015-2016,2016,,,3.  - 3.99,Female,Both,141.27127,1.70368,5.84305,14.88686,11.84004,3.80943,
ARM,2015-2016,2016,,,4.  - 4.99,Female,Both,132.87979,3.62928,7.6833,7.37476,4.43873,1.823,
ARM,2015-2016,2016,,,0.  - 4.99,Both sexes,Urban,906.9342,1.5647,3.29679,11.48865,6.21063,2.29766,
ARM,2015-2016,2016,,,0.  - 4.99,Both sexes,Rural,701.83984,1.97728,5.93691,16.50437,13.40815,3.08881,
ARM,2015-2016,2016,Syunik,,0.  - 4.99,Both sexes,Both,62.99609,1.06454,2.62602,12.19517,12.27614,4.35245,
ARM,2015-2016,2016,Vayots Dzor,,0.  - 4.99,Both sexes,Both,36.99751,0.0,2.21139,18.88174,11.52915,1.49414,
ARM,2015-2016,2016,Gegharkunik,,0.  - 4.99,Both sexes,Both,74.23092,3.54476,10.62589,12.33443,9.88913,0.0,
ARM,2015-2016,2016,Kotayk,,0.  - 4.99,Both sexes,Both,245.61842,0.0,1.10828,5.45604,7.68625,1.15596,
ARM,2015-2016,2016,Yerevan,,0.  - 4.99,Both sexes,Both,441.43948,1.38447,1.38447,11.38243,3.54149,1.89394,
ARM,2015-2016,2016,Aragatsotn,,0.  - 4.99,Both sexes,Both,64.98356,12.99902,25.42276,9.98042,18.0997,14.3184,
ARM,2015-2016,2016,Shirak,,0.  - 4.99,Both sexes,Both,172.04781,1.71841,5.05891,18.40082,19.4551,2.37138,
ARM,2015-2016,2016,Armavir,,0.  - 4.99,Both sexes,Both,190.66379,0.72596,2.20319,13.06513,9.70391,4.8299,
ARM,2015-2016,2016,Ararat,,0.  - 4.99,Both sexes,Both,164.37079,3.52969,13.98413,35.60336,13.67579,2.78716,
ARM,2015-2016,2016,Lori,,0.  - 4.99,Both sexes,Both,68.65656,0.0,1.15478,10.75789,5.5912,0.0,
ARM,2015-2016,2016,Tavoush,,0.  - 4.99,Both sexes,Both,86.76914,0.50489,0.50489,7.77163,7.43796,0.97678,
BDI,2016-2017,2016,,,0.  - 4.99,Both sexes,Both,6463.6895,0.91392,5.09383,1.36364,55.94716,29.32937,
BDI,2016-2017,2016,,,0.  - 0.49,Both sexes,Both,634.99634,0.90085,4.20166,3.05248,25.13137,13.6049,
BDI,2016-2017,2016,,,0.50 - 0.99,Both sexes,Both,683.93335,2.02683,10.02957,1.71122,40.58796,26.88169,
BDI,2016-2017,2016,,,1.  - 1.99,Both sexes,Both,1318.7333,0.8505,8.02589,1.04248,59.04426,31.05921,
BDI,2016-2017,2016,,,2.  - 2.99,Both sexes,Both,1217.3717,0.90659,3.91881,1.43522,63.58542,29.8202,
BDI,2016-2017,2016,,,3.  - 3.99,Both sexes,Both,1239.2286,0.49268,2.5197,1.49781,66.37043,30.59674,
BDI,2016-2017,2016,,,4.  - 4.99,Both sexes,Both,1369.426,0.81292,3.59858,0.53904,58.77967,34.59417,
BDI,2016-2017,2016,,,0.  - 4.99,Male,Both,3253.6597,1.23321,5.57234,1.52084,59.44709,30.41227,
BDI,2016-2017,2016,,,0.  - 0.49,Male,Both,312.60913,1.00437,3.87567,3.31652,25.13003,14.02152,
BDI,2016-2017,2016,,,0.50 - 0.99,Male,Both,360.06122,2.90706,13.04162,2.14812,46.94008,32.08911,
BDI,2016-2017,2016,,,1.  - 1.99,Male,Both,647.90503,0.98693,8.31425,1.40498,63.96643,32.99298,
BDI,2016-2017,2016,,,2.  - 2.99,Male,Both,606.23236,1.42908,4.37965,1.48054,68.08294,32.29394,
BDI,2016-2017,2016,,,3.  - 3.99,Male,Both,646.65173,0.85778,2.92157,1.42006,68.77645,30.84792,
BDI,2016-2017,2016,,,4.  - 4.99,Male,Both,680.20032,0.86889,3.37006,0.61635,61.08854,32.50818,
BDI,2016-2017,2016,,,0.  - 4.99,Female,Both,3210.0295,0.59008,4.60852,1.20419,52.40018,28.23175,
BDI,2016-2017,2016,,,0.  - 0.49,Female,Both,322.38718,0.80082,4.51667,2.79734,25.13267,13.20091,
BDI,2016-2017,2016,,,0.50 - 0.99,Female,Both,323.87213,1.0485,6.68183,1.22562,33.45717,21.0924,
BDI,2016-2017,2016,,,1.  - 1.99,Female,Both,670.82825,0.71839,7.74666,0.69146,54.26549,29.19152,
BDI,2016-2017,2016,,,2.  - 2.99,Female,Both,611.13934,0.38855,3.46188,1.39028,59.14906,27.36632,
BDI,2016-2017,2016,,,3.  - 3.99,Female,Both,592.5769,0.09335,2.08016,1.58284,63.75716,30.32264,
BDI,2016-2017,2016,,,4.  - 4.99,Female,Both,689.22565,0.75768,3.82411,0.46275,56.50104,36.65286,
BDI,2016-2017,2016,,,0.  - 4.99,Both sexes,Urban,585.65021,0.20301,3.0983,2.28266,27.82767,12.03875,
BDI,2016-2017,2016,,,0.  - 4.99,Both sexes,Rural,5878.0391,0.98486,5.29298,1.27192,58.75813,31.0521,
BDI,2016-2017,2016,Cankuzo,,0.  - 4.99,Both sexes,Both,211.73018,1.36131,6.32494,1.6593,59.44673,36.34927,
BDI,2016-2017,2016,Muramvya,,0.  - 4.99,Both sexes,Both,221.54359,1.2621,5.3662,1.08629,64.10582,33.96163,
BDI,2016-2017,2016,Ruyigi,,0.  - 4.99,Both sexes,Both,356.9437,0.58249,6.19247,0.79308,52.17797,28.75048,
BDI,2016-2017,2016,Ngozi,,0.  - 4.99,Both sexes,Both,538.57355,1.30783,4.82472,1.26955,61.3336,34.67213,
BDI,2016-2017,2016,Bujumbura Rural,,0.  - 4.99,Both sexes,Both,363.00073,1.24505,5.9777,1.8234,51.54277,28.26138,
BDI,2016-2017,2016,Bururi,,0.  - 4.99,Both sexes,Both,181.13025,0.0,1.45956,0.84114,49.01873,21.04368,
BDI,2016-2017,2016,Cibitoke,,0.  - 4.99,Both sexes,Both,389.60919,0.0,1.12562,2.80717,56.71507,22.05067,
BDI,2016-2017,2016,Kayanza,,0.  - 4.99,Both sexes,Both,403.36697,1.72087,7.41876,0.29636,57.9693,34.15754,
BDI,2016-2017,2016,Makamba,,0.  - 4.99,Both sexes,Both,387.62494,0.99585,4.00755,2.79023,52.08293,23.96297,
BDI,2016-2017,2016,Bubanza,,0.  - 4.99,Both sexes,Both,344.57788,0.55236,5.50378,0.07418,55.75446,28.38265,
BDI,2016-2017,2016,Bujumbura Mairie,,0.  - 4.99,Both sexes,Both,311.85089,0.08962,3.3985,2.2614,23.66239,10.40278,
BDI,2016-2017,2016,Mwaro,,0.  - 4.99,Both sexes,Both,197.23755,1.0169,5.81952,1.41728,50.42058,30.46969,
BDI,2016-2017,2016,Rumonge,,0.  - 4.99,Both sexes,Both,380.06705,0.59418,4.85328,1.68714,53.38199,30.31394,
BDI,2016-2017,2016,Rutana,,0.  - 4.99,Both sexes,Both,273.63229,0.62069,4.8812,2.29827,49.62175,24.91496,
BDI,2016-2017,2016,Gitega,,0.  - 4.99,Both sexes,Both,480.33759,0.68611,3.35651,1.19808,59.61468,26.87479,
BDI,2016-2017,2016,Karusi,,0.  - 4.99,Both sexes,Both,380.81128,1.26459,8.08535,0.68148,62.76653,38.8577,
BDI,2016-2017,2016,Kirundo,,0.  - 4.99,Both sexes,Both,496.82846,2.20755,7.44925,0.87899,62.90361,31.70844,
BDI,2016-2017,2016,Muyinga,,0.  - 4.99,Both sexes,Both,544.82318,0.3142,4.55624,1.09125,65.61247,34.61435,
BFA,2016,2016,,,0.  - 4.99,Both sexes,Both,9683.6602,1.38746,7.52706,1.21402,26.75319,18.89007,
BFA,2016,2016,,,0.  - 0.49,Both sexes,Both,971.67999,1.19351,7.82081,5.40281,10.40363,10.16487,
BFA,2016,2016,,,0.50 - 0.99,Both sexes,Both,1032.97,2.15159,13.08585,1.35528,17.78511,20.96092,
BFA,2016,2016,,,1.  - 1.99,Both sexes,Both,2065.6199,2.65921,11.50437,0.34487,29.50371,24.77707,
BFA,2016,2016,,,2.  - 2.99,Both sexes,Both,2104.8501,1.2327,7.47489,0.45112,33.98148,22.24196,
BFA,2016,2016,,,3.  - 3.99,Both sexes,Both,1998.47,0.63992,3.43812,1.07388,30.42752,15.22515,
BFA,2016,2016,,,4.  - 4.99,Both sexes,Both,1510.0699,0.45428,3.58063,0.8642,24.73675,15.2132,
BFA,2016,2016,,,0.  - 4.99,Male,Both,4987.3301,1.66147,8.62872,1.16898,30.32495,21.33687,
BFA,2016,2016,,,0.  - 0.49,Male,Both,467.32001,1.73652,9.27645,5.92346,13.43833,12.12231,
BFA,2016,2016,,,0.50 - 0.99,Male,Both,501.35999,2.19403,14.44272,1.51987,23.12013,25.19946,
BFA,2016,2016,,,1.  - 1.99,Male,Both,1051.12,3.31708,14.98828,0.24666,35.4117,31.43314,
BFA,2016,2016,,,2.  - 2.99,Male,Both,1096.5699,1.63993,8.22345,0.24448,38.04266,24.38969,
BFA,2016,2016,,,3.  - 3.99,Male,Both,1066.86,0.75798,3.59172,0.93926,32.32285,15.64779,
BFA,2016,2016,,,4.  - 4.99,Male,Both,804.09998,0.34946,3.54309,0.95635,24.83687,14.47084,
BFA,2016,2016,,,0.  - 4.99,Female,Both,4696.3301,1.09659,6.35757,1.26183,22.96389,16.29166,
BFA,2016,2016,,,0.  - 0.49,Female,Both,504.35999,0.68908,6.46857,4.91914,7.5918,8.35118,
BFA,2016,2016,,,0.50 - 0.99,Female,Both,531.60999,2.11151,11.80448,1.19985,12.75758,16.96356,
BFA,2016,2016,,,1.  - 1.99,Female,Both,1014.5,1.97831,7.89847,0.44652,23.38886,17.88073,
BFA,2016,2016,,,2.  - 2.99,Female,Both,1008.28,0.79013,6.66136,0.67569,29.56863,19.90618,
BFA,2016,2016,,,3.  - 3.99,Female,Both,931.60999,0.50489,3.26243,1.22784,28.2597,14.74115,
BFA,2016,2016,,,4.  - 4.99,Female,Both,705.96997,0.57368,3.62338,0.75924,24.62286,16.05876,
BFA,2016,2016,Centre,,0.  - 4.99,Both sexes,Both,743.14001,1.76817,9.03733,1.76817,14.53831,14.14538,
BFA,2016,2016,Centre Nord,,0.  - 4.99,Both sexes,Both,834.90002,0.2642,6.34082,0.7926,25.32982,17.91831,
BFA,2016,2016,Hauts Bassins,,0.  - 4.99,Both sexes,Both,925.20001,0.78125,5.85938,2.34375,24.90272,15.4345,
BFA,2016,2016,Plateau Central,,0.  - 4.99,Both sexes,Both,486.39999,1.15132,6.41447,0.16447,28.45395,17.10526,
BFA,2016,2016,Centre Sud,,0.  - 4.99,Both sexes,Both,421.03,0.33841,4.56853,0.67682,19.96616,13.99663,
BFA,2016,2016,Est,,0.  - 4.99,Both sexes,Both,1041.98,2.44399,8.55397,1.62933,34.52502,25.43235,
BFA,2016,2016,Nord,,0.  - 4.99,Both sexes,Both,1088.1899,1.86916,7.78816,0.83074,29.38733,20.76843,
BFA,2016,2016,Sud Ouest,,0.  - 4.99,Both sexes,Both,291.10001,2.19512,10.2439,1.21951,29.02439,22.92683,
BFA,2016,2016,Cascades,,0.  - 4.99,Both sexes,Both,252.84,1.3289,6.31229,1.82724,31.06312,17.60797,
BFA,2016,2016,Sahel,,0.  - 4.99,Both sexes,Both,710.60004,1.39752,7.76398,0.62112,32.91925,21.98142,
BFA,2016,2016,Bmouhoun,,0.  - 4.99,Both sexes,Both,1228.2,1.87617,8.7242,1.21951,23.38028,17.0412,
BFA,2016,2016,Centre Est,,0.  - 4.99,Both sexes,Both,783.12,1.06383,5.85106,2.12766,30.45213,19.78752,
BFA,2016,2016,Centre Ouest,,0.  - 4.99,Both sexes,Both,876.96002,0.89514,8.69565,0.25575,24.68031,19.02938,
BLZ,2015-2016,2015,,,0.  - 4.99,Both sexes,Both,,0.5,1.8,7.3,15.0,4.6,(pending reanalysis)
BOL,2016,2016,,,0.  - 4.99,Both sexes,Both,5249.8555,0.89877,1.96783,10.14999,16.09104,3.42836,
BOL,2016,2016,,,0.  - 0.49,Both sexes,Both,442.36133,3.8781,5.98923,13.1837,14.92737,7.19123,
BOL,2016,2016,,,0.50 - 0.99,Both sexes,Both,511.73532,0.37378,0.95831,9.39617,11.13658,1.60448,
BOL,2016,2016,,,1.  - 1.99,Both sexes,Both,1074.682,0.73596,1.81992,9.46228,18.32903,3.71898,
BOL,2016,2016,,,2.  - 2.99,Both sexes,Both,1029.5958,1.11495,2.13621,8.11238,18.71239,4.19966,
BOL,2016,2016,,,3.  - 3.99,Both sexes,Both,1100.9811,0.17619,1.43059,9.47687,16.83015,2.71959,
BOL,2016,2016,,,4.  - 4.99,Both sexes,Both,1090.4999,0.63696,1.36151,12.57813,13.45875,2.45882,
BOL,2016,2016,,,0.  - 4.99,Male,Both,2629.8503,1.09323,2.48759,11.05162,16.11313,3.91289,
BOL,2016,2016,,,0.  - 0.49,Male,Both,219.57466,4.69557,7.13955,12.32591,16.17392,9.14491,
BOL,2016,2016,,,0.50 - 0.99,Male,Both,254.72427,0.59411,1.77462,10.4155,11.48182,2.74447,
BOL,2016,2016,,,1.  - 1.99,Male,Both,537.11176,0.60808,1.95981,10.59587,19.22284,3.98773,
BOL,2016,2016,,,2.  - 2.99,Male,Both,513.3877,1.35209,2.8616,8.27998,18.36469,5.00898,
BOL,2016,2016,,,3.  - 3.99,Male,Both,555.59985,0.20779,1.54967,11.03674,16.24128,2.44001,
BOL,2016,2016,,,4.  - 4.99,Male,Both,549.45215,1.01962,2.08816,13.91302,12.94583,2.75576,
BOL,2016,2016,,,0.  - 4.99,Female,Both,2620.0051,0.70356,1.44606,9.24487,16.06889,2.94202,
BOL,2016,2016,,,0.  - 0.49,Female,Both,222.78665,3.06481,4.8448,14.03711,13.70327,5.26572,
BOL,2016,2016,,,0.50 - 0.99,Female,Both,257.01105,0.15768,0.15768,8.39641,10.80044,0.47464,
BOL,2016,2016,,,1.  - 1.99,Female,Both,537.57025,0.86395,1.67991,8.32775,17.43013,3.45047,
BOL,2016,2016,,,2.  - 2.99,Female,Both,516.20813,0.87846,1.41278,7.94524,19.05828,3.39476,
BOL,2016,2016,,,3.  - 3.99,Female,Both,545.38123,0.14433,1.31055,7.90446,17.42851,3.0044,
BOL,2016,2016,,,4.  - 4.99,Female,Both,541.04773,0.24638,0.61984,11.21563,13.97964,2.15727,
